DateKey,FullDate,Year,Quarter,Month,MonthName
19950728,1995-07-28,1995,3,7,July
19950804,1995-08-04,1995,3,8,August
19950809,1995-08-09,1995,3,8,August
19950818,1995-08-18,1995,3,8,August
19950825,1995-08-25,1995,3,8,August
19950901,1995-09-01,1995,3,9,September
19950909,1995-09-09,1995,3,9,September
19950914,1995-09-14,1995,3,9,September
19950920,1995-09-20,1995,3,9,September
19950922,1995-09-22,1995,3,9,September
19950929,1995-09-29,1995,3,9,September
19951006,1995-10-06,1995,4,10,October
19951013,1995-10-13,1995,4,10,October
19951020,1995-10-20,1995,4,10,October
19951027,1995-10-27,1995,4,10,October
19951030,1995-10-30,1995,4,10,October
19951102,1995-11-02,1995,4,11,November
19951110,1995-11-10,1995,4,11,November
19951116,1995-11-16,1995,4,11,November
19951117,1995-11-17,1995,4,11,November
19951121,1995-11-21,1995,4,11,November
19951122,1995-11-22,1995,4,11,November
19951201,1995-12-01,1995,4,12,December
19951209,1995-12-09,1995,4,12,December
19951213,1995-12-13,1995,4,12,December
19951222,1995-12-22,1995,4,12,December
19951229,1995-12-29,1995,4,12,December
19960112,1996-01-12,1996,1,1,January
19960119,1996-01-19,1996,1,1,January
19960121,1996-01-21,1996,1,1,January
19960126,1996-01-26,1996,1,1,January
19960131,1996-01-31,1996,1,1,January
19960202,1996-02-02,1996,1,2,February
19960209,1996-02-09,1996,1,2,February
19960216,1996-02-16,1996,1,2,February
19960221,1996-02-21,1996,1,2,February
19960223,1996-02-23,1996,1,2,February
19960301,1996-03-01,1996,1,3,March
19960315,1996-03-15,1996,1,3,March
19960321,1996-03-21,1996,1,3,March
19960322,1996-03-22,1996,1,3,March
19960329,1996-03-29,1996,1,3,March
19960403,1996-04-03,1996,2,4,April
19960404,1996-04-04,1996,2,4,April
19960419,1996-04-19,1996,2,4,April
19960503,1996-05-03,1996,2,5,May
19960510,1996-05-10,1996,2,5,May
19960517,1996-05-17,1996,2,5,May
19960522,1996-05-22,1996,2,5,May
19960524,1996-05-24,1996,2,5,May
19960531,1996-05-31,1996,2,5,May
19960606,1996-06-06,1996,2,6,June
19960610,1996-06-10,1996,2,6,June
19960621,1996-06-21,1996,2,6,June
19960625,1996-06-25,1996,2,6,June
19960626,1996-06-26,1996,2,6,June
19960628,1996-06-28,1996,2,6,June
19960704,1996-07-04,1996,3,7,July
19960705,1996-07-05,1996,3,7,July
19960710,1996-07-10,1996,3,7,July
19960717,1996-07-17,1996,3,7,July
19960719,1996-07-19,1996,3,7,July
19960724,1996-07-24,1996,3,7,July
19960726,1996-07-26,1996,3,7,July
19960801,1996-08-01,1996,3,8,August
19960802,1996-08-02,1996,3,8,August
19960809,1996-08-09,1996,3,8,August
19960815,1996-08-15,1996,3,8,August
19960816,1996-08-16,1996,3,8,August
19960823,1996-08-23,1996,3,8,August
19960826,1996-08-26,1996,3,8,August
19960830,1996-08-30,1996,3,8,August
19960906,1996-09-06,1996,3,9,September
19960909,1996-09-09,1996,3,9,September
19960911,1996-09-11,1996,3,9,September
19960913,1996-09-13,1996,3,9,September
19960920,1996-09-20,1996,3,9,September
19960927,1996-09-27,1996,3,9,September
19961003,1996-10-03,1996,4,10,October
19961004,1996-10-04,1996,4,10,October
19961011,1996-10-11,1996,4,10,October
19961016,1996-10-16,1996,4,10,October
19961018,1996-10-18,1996,4,10,October
19961025,1996-10-25,1996,4,10,October
19961031,1996-10-31,1996,4,10,October
19961106,1996-11-06,1996,4,11,November
19961108,1996-11-08,1996,4,11,November
19961114,1996-11-14,1996,4,11,November
19961115,1996-11-15,1996,4,11,November
19961121,1996-11-21,1996,4,11,November
19961206,1996-12-06,1996,4,12,December
19961212,1996-12-12,1996,4,12,December
19961214,1996-12-14,1996,4,12,December
19961215,1996-12-15,1996,4,12,December
19961218,1996-12-18,1996,4,12,December
19961220,1996-12-20,1996,4,12,December
19961225,1996-12-25,1996,4,12,December
19970101,1997-01-01,1997,1,1,January
19970109,1997-01-09,1997,1,1,January
19970110,1997-01-10,1997,1,1,January
19970119,1997-01-19,1997,1,1,January
19970121,1997-01-21,1997,1,1,January
19970124,1997-01-24,1997,1,1,January
19970131,1997-01-31,1997,1,1,January
19970207,1997-02-07,1997,1,2,February
19970213,1997-02-13,1997,1,2,February
19970214,1997-02-14,1997,1,2,February
19970227,1997-02-27,1997,1,2,February
19970312,1997-03-12,1997,1,3,March
19970314,1997-03-14,1997,1,3,March
19970321,1997-03-21,1997,1,3,March
19970326,1997-03-26,1997,1,3,March
19970403,1997-04-03,1997,2,4,April
19970404,1997-04-04,1997,2,4,April
19970411,1997-04-11,1997,2,4,April
19970417,1997-04-17,1997,2,4,April
19970418,1997-04-18,1997,2,4,April
19970425,1997-04-25,1997,2,4,April
19970502,1997-05-02,1997,2,5,May
19970507,1997-05-07,1997,2,5,May
19970514,1997-05-14,1997,2,5,May
19970523,1997-05-23,1997,2,5,May
19970601,1997-06-01,1997,2,6,June
19970606,1997-06-06,1997,2,6,June
19970613,1997-06-13,1997,2,6,June
19970619,1997-06-19,1997,2,6,June
19970620,1997-06-20,1997,2,6,June
19970627,1997-06-27,1997,2,6,June
19970702,1997-07-02,1997,3,7,July
19970711,1997-07-11,1997,3,7,July
19970712,1997-07-12,1997,3,7,July
19970715,1997-07-15,1997,3,7,July
19970718,1997-07-18,1997,3,7,July
19970725,1997-07-25,1997,3,7,July
19970731,1997-07-31,1997,3,7,July
19970801,1997-08-01,1997,3,8,August
19970806,1997-08-06,1997,3,8,August
19970807,1997-08-07,1997,3,8,August
19970813,1997-08-13,1997,3,8,August
19970815,1997-08-15,1997,3,8,August
19970822,1997-08-22,1997,3,8,August
19970826,1997-08-26,1997,3,8,August
19970831,1997-08-31,1997,3,8,August
19970906,1997-09-06,1997,3,9,September
19970907,1997-09-07,1997,3,9,September
19970908,1997-09-08,1997,3,9,September
19970909,1997-09-09,1997,3,9,September
19970910,1997-09-10,1997,3,9,September
19970911,1997-09-11,1997,3,9,September
19970912,1997-09-12,1997,3,9,September
19970919,1997-09-19,1997,3,9,September
19970926,1997-09-26,1997,3,9,September
19970927,1997-09-27,1997,3,9,September
19971003,1997-10-03,1997,4,10,October
19971009,1997-10-09,1997,4,10,October
19971010,1997-10-10,1997,4,10,October
19971015,1997-10-15,1997,4,10,October
19971017,1997-10-17,1997,4,10,October
19971018,1997-10-18,1997,4,10,October
19971031,1997-10-31,1997,4,10,October
19971106,1997-11-06,1997,4,11,November
19971107,1997-11-07,1997,4,11,November
19971112,1997-11-12,1997,4,11,November
19971114,1997-11-14,1997,4,11,November
19971118,1997-11-18,1997,4,11,November
19971120,1997-11-20,1997,4,11,November
19971121,1997-11-21,1997,4,11,November
19971126,1997-11-26,1997,4,11,November
19971203,1997-12-03,1997,4,12,December
19971205,1997-12-05,1997,4,12,December
19971209,1997-12-09,1997,4,12,December
19971211,1997-12-11,1997,4,12,December
19971219,1997-12-19,1997,4,12,December
19971224,1997-12-24,1997,4,12,December
19971225,1997-12-25,1997,4,12,December
19971231,1997-12-31,1997,4,12,December
19980101,1998-01-01,1998,1,1,January
19980116,1998-01-16,1998,1,1,January
19980120,1998-01-20,1998,1,1,January
19980121,1998-01-21,1998,1,1,January
19980130,1998-01-30,1998,1,1,January
19980201,1998-02-01,1998,1,2,February
19980206,1998-02-06,1998,1,2,February
19980211,1998-02-11,1998,1,2,February
19980212,1998-02-12,1998,1,2,February
19980213,1998-02-13,1998,1,2,February
19980220,1998-02-20,1998,1,2,February
19980227,1998-02-27,1998,1,2,February
19980305,1998-03-05,1998,1,3,March
19980306,1998-03-06,1998,1,3,March
19980312,1998-03-12,1998,1,3,March
19980313,1998-03-13,1998,1,3,March
19980320,1998-03-20,1998,1,3,March
19980326,1998-03-26,1998,1,3,March
19980327,1998-03-27,1998,1,3,March
19980403,1998-04-03,1998,2,4,April
19980408,1998-04-08,1998,2,4,April
19980410,1998-04-10,1998,2,4,April
19980415,1998-04-15,1998,2,4,April
19980417,1998-04-17,1998,2,4,April
19980418,1998-04-18,1998,2,4,April
19980422,1998-04-22,1998,2,4,April
19980423,1998-04-23,1998,2,4,April
19980424,1998-04-24,1998,2,4,April
19980501,1998-05-01,1998,2,5,May
19980508,1998-05-08,1998,2,5,May
19980514,1998-05-14,1998,2,5,May
19980515,1998-05-15,1998,2,5,May
19980517,1998-05-17,1998,2,5,May
19980520,1998-05-20,1998,2,5,May
19980521,1998-05-21,1998,2,5,May
19980522,1998-05-22,1998,2,5,May
19980527,1998-05-27,1998,2,5,May
19980529,1998-05-29,1998,2,5,May
19980604,1998-06-04,1998,2,6,June
19980611,1998-06-11,1998,2,6,June
19980612,1998-06-12,1998,2,6,June
19980618,1998-06-18,1998,2,6,June
19980619,1998-06-19,1998,2,6,June
19980622,1998-06-22,1998,2,6,June
19980624,1998-06-24,1998,2,6,June
19980626,1998-06-26,1998,2,6,June
19980701,1998-07-01,1998,3,7,July
19980710,1998-07-10,1998,3,7,July
19980715,1998-07-15,1998,3,7,July
19980716,1998-07-16,1998,3,7,July
19980724,1998-07-24,1998,3,7,July
19980729,1998-07-29,1998,3,7,July
19980731,1998-07-31,1998,3,7,July
19980807,1998-08-07,1998,3,8,August
19980814,1998-08-14,1998,3,8,August
19980817,1998-08-17,1998,3,8,August
19980820,1998-08-20,1998,3,8,August
19980821,1998-08-21,1998,3,8,August
19980828,1998-08-28,1998,3,8,August
19980904,1998-09-04,1998,3,9,September
19980907,1998-09-07,1998,3,9,September
19980910,1998-09-10,1998,3,9,September
19980911,1998-09-11,1998,3,9,September
19980913,1998-09-13,1998,3,9,September
19980915,1998-09-15,1998,3,9,September
19980916,1998-09-16,1998,3,9,September
19980917,1998-09-17,1998,3,9,September
19980918,1998-09-18,1998,3,9,September
19980923,1998-09-23,1998,3,9,September
19980925,1998-09-25,1998,3,9,September
19981001,1998-10-01,1998,4,10,October
19981002,1998-10-02,1998,4,10,October
19981007,1998-10-07,1998,4,10,October
19981008,1998-10-08,1998,4,10,October
19981016,1998-10-16,1998,4,10,October
19981023,1998-10-23,1998,4,10,October
19981030,1998-10-30,1998,4,10,October
19981105,1998-11-05,1998,4,11,November
19981106,1998-11-06,1998,4,11,November
19981112,1998-11-12,1998,4,11,November
19981113,1998-11-13,1998,4,11,November
19981120,1998-11-20,1998,4,11,November
19981125,1998-11-25,1998,4,11,November
19981210,1998-12-10,1998,4,12,December
19981211,1998-12-11,1998,4,12,December
19981215,1998-12-15,1998,4,12,December
19981217,1998-12-17,1998,4,12,December
19981225,1998-12-25,1998,4,12,December
19990101,1999-01-01,1999,1,1,January
19990115,1999-01-15,1999,1,1,January
19990122,1999-01-22,1999,1,1,January
19990129,1999-01-29,1999,1,1,January
19990130,1999-01-30,1999,1,1,January
19990205,1999-02-05,1999,1,2,February
19990210,1999-02-10,1999,1,2,February
19990211,1999-02-11,1999,1,2,February
19990212,1999-02-12,1999,1,2,February
19990213,1999-02-13,1999,1,2,February
19990219,1999-02-19,1999,1,2,February
19990222,1999-02-22,1999,1,2,February
19990226,1999-02-26,1999,1,2,February
19990305,1999-03-05,1999,1,3,March
19990311,1999-03-11,1999,1,3,March
19990312,1999-03-12,1999,1,3,March
19990316,1999-03-16,1999,1,3,March
19990319,1999-03-19,1999,1,3,March
19990325,1999-03-25,1999,1,3,March
19990326,1999-03-26,1999,1,3,March
19990330,1999-03-30,1999,1,3,March
19990401,1999-04-01,1999,2,4,April
19990402,1999-04-02,1999,2,4,April
19990409,1999-04-09,1999,2,4,April
19990414,1999-04-14,1999,2,4,April
19990415,1999-04-15,1999,2,4,April
19990416,1999-04-16,1999,2,4,April
19990421,1999-04-21,1999,2,4,April
19990423,1999-04-23,1999,2,4,April
19990429,1999-04-29,1999,2,4,April
19990430,1999-04-30,1999,2,4,April
19990512,1999-05-12,1999,2,5,May
19990513,1999-05-13,1999,2,5,May
19990514,1999-05-14,1999,2,5,May
19990515,1999-05-15,1999,2,5,May
19990519,1999-05-19,1999,2,5,May
19990604,1999-06-04,1999,2,6,June
19990606,1999-06-06,1999,2,6,June
19990608,1999-06-08,1999,2,6,June
19990618,1999-06-18,1999,2,6,June
19990625,1999-06-25,1999,2,6,June
19990629,1999-06-29,1999,2,6,June
19990630,1999-06-30,1999,2,6,June
19990702,1999-07-02,1999,3,7,July
19990709,1999-07-09,1999,3,7,July
19990714,1999-07-14,1999,3,7,July
19990715,1999-07-15,1999,3,7,July
19990716,1999-07-16,1999,3,7,July
19990723,1999-07-23,1999,3,7,July
19990728,1999-07-28,1999,3,7,July
19990730,1999-07-30,1999,3,7,July
19990802,1999-08-02,1999,3,8,August
19990804,1999-08-04,1999,3,8,August
19990805,1999-08-05,1999,3,8,August
19990806,1999-08-06,1999,3,8,August
19990812,1999-08-12,1999,3,8,August
19990813,1999-08-13,1999,3,8,August
19990816,1999-08-16,1999,3,8,August
19990823,1999-08-23,1999,3,8,August
19990824,1999-08-24,1999,3,8,August
19990825,1999-08-25,1999,3,8,August
19990826,1999-08-26,1999,3,8,August
19990827,1999-08-27,1999,3,8,August
19990901,1999-09-01,1999,3,9,September
19990902,1999-09-02,1999,3,9,September
19990903,1999-09-03,1999,3,9,September
19990904,1999-09-04,1999,3,9,September
19990905,1999-09-05,1999,3,9,September
19990910,1999-09-10,1999,3,9,September
19990912,1999-09-12,1999,3,9,September
19990913,1999-09-13,1999,3,9,September
19990915,1999-09-15,1999,3,9,September
19990916,1999-09-16,1999,3,9,September
19990917,1999-09-17,1999,3,9,September
19990924,1999-09-24,1999,3,9,September
19990927,1999-09-27,1999,3,9,September
19990930,1999-09-30,1999,3,9,September
19991001,1999-10-01,1999,4,10,October
19991008,1999-10-08,1999,4,10,October
19991013,1999-10-13,1999,4,10,October
19991015,1999-10-15,1999,4,10,October
19991018,1999-10-18,1999,4,10,October
19991021,1999-10-21,1999,4,10,October
19991022,1999-10-22,1999,4,10,October
19991028,1999-10-28,1999,4,10,October
19991029,1999-10-29,1999,4,10,October
19991030,1999-10-30,1999,4,10,October
19991104,1999-11-04,1999,4,11,November
19991108,1999-11-08,1999,4,11,November
19991112,1999-11-12,1999,4,11,November
19991124,1999-11-24,1999,4,11,November
19991126,1999-11-26,1999,4,11,November
19991128,1999-11-28,1999,4,11,November
19991203,1999-12-03,1999,4,12,December
19991208,1999-12-08,1999,4,12,December
19991210,1999-12-10,1999,4,12,December
19991211,1999-12-11,1999,4,12,December
19991216,1999-12-16,1999,4,12,December
19991217,1999-12-17,1999,4,12,December
19991221,1999-12-21,1999,4,12,December
19991222,1999-12-22,1999,4,12,December
19991223,1999-12-23,1999,4,12,December
19991225,1999-12-25,1999,4,12,December
20000101,2000-01-01,2000,1,1,January
20000112,2000-01-12,2000,1,1,January
20000114,2000-01-14,2000,1,1,January
20000121,2000-01-21,2000,1,1,January
20000124,2000-01-24,2000,1,1,January
20000128,2000-01-28,2000,1,1,January
20000201,2000-02-01,2000,1,2,February
20000203,2000-02-03,2000,1,2,February
20000204,2000-02-04,2000,1,2,February
20000211,2000-02-11,2000,1,2,February
20000216,2000-02-16,2000,1,2,February
20000218,2000-02-18,2000,1,2,February
20000222,2000-02-22,2000,1,2,February
20000225,2000-02-25,2000,1,2,February
20000301,2000-03-01,2000,1,3,March
20000303,2000-03-03,2000,1,3,March
20000310,2000-03-10,2000,1,3,March
20000312,2000-03-12,2000,1,3,March
20000315,2000-03-15,2000,1,3,March
20000316,2000-03-16,2000,1,3,March
20000317,2000-03-17,2000,1,3,March
20000320,2000-03-20,2000,1,3,March
20000323,2000-03-23,2000,1,3,March
20000331,2000-03-31,2000,1,3,March
20000406,2000-04-06,2000,2,4,April
20000407,2000-04-07,2000,2,4,April
20000413,2000-04-13,2000,2,4,April
20000414,2000-04-14,2000,2,4,April
20000420,2000-04-20,2000,2,4,April
20000421,2000-04-21,2000,2,4,April
20000427,2000-04-27,2000,2,4,April
20000428,2000-04-28,2000,2,4,April
20000501,2000-05-01,2000,2,5,May
20000505,2000-05-05,2000,2,5,May
20000510,2000-05-10,2000,2,5,May
20000512,2000-05-12,2000,2,5,May
20000514,2000-05-14,2000,2,5,May
20000515,2000-05-15,2000,2,5,May
20000517,2000-05-17,2000,2,5,May
20000518,2000-05-18,2000,2,5,May
20000519,2000-05-19,2000,2,5,May
20000524,2000-05-24,2000,2,5,May
20000526,2000-05-26,2000,2,5,May
20000531,2000-05-31,2000,2,5,May
20000608,2000-06-08,2000,2,6,June
20000609,2000-06-09,2000,2,6,June
20000615,2000-06-15,2000,2,6,June
20000616,2000-06-16,2000,2,6,June
20000621,2000-06-21,2000,2,6,June
20000622,2000-06-22,2000,2,6,June
20000628,2000-06-28,2000,2,6,June
20000630,2000-06-30,2000,2,6,June
20000705,2000-07-05,2000,3,7,July
20000707,2000-07-07,2000,3,7,July
20000708,2000-07-08,2000,3,7,July
20000713,2000-07-13,2000,3,7,July
20000719,2000-07-19,2000,3,7,July
20000721,2000-07-21,2000,3,7,July
20000726,2000-07-26,2000,3,7,July
20000727,2000-07-27,2000,3,7,July
20000730,2000-07-30,2000,3,7,July
20000731,2000-07-31,2000,3,7,July
20000804,2000-08-04,2000,3,8,August
20000806,2000-08-06,2000,3,8,August
20000807,2000-08-07,2000,3,8,August
20000811,2000-08-11,2000,3,8,August
20000817,2000-08-17,2000,3,8,August
20000818,2000-08-18,2000,3,8,August
20000821,2000-08-21,2000,3,8,August
20000823,2000-08-23,2000,3,8,August
20000825,2000-08-25,2000,3,8,August
20000830,2000-08-30,2000,3,8,August
20000831,2000-08-31,2000,3,8,August
20000901,2000-09-01,2000,3,9,September
20000906,2000-09-06,2000,3,9,September
20000908,2000-09-08,2000,3,9,September
20000909,2000-09-09,2000,3,9,September
20000913,2000-09-13,2000,3,9,September
20000914,2000-09-14,2000,3,9,September
20000915,2000-09-15,2000,3,9,September
20000919,2000-09-19,2000,3,9,September
20000922,2000-09-22,2000,3,9,September
20000923,2000-09-23,2000,3,9,September
20000929,2000-09-29,2000,3,9,September
20001001,2000-10-01,2000,4,10,October
20001006,2000-10-06,2000,4,10,October
20001007,2000-10-07,2000,4,10,October
20001011,2000-10-11,2000,4,10,October
20001012,2000-10-12,2000,4,10,October
20001013,2000-10-13,2000,4,10,October
20001019,2000-10-19,2000,4,10,October
20001027,2000-10-27,2000,4,10,October
20001031,2000-10-31,2000,4,10,October
20001102,2000-11-02,2000,4,11,November
20001110,2000-11-10,2000,4,11,November
20001113,2000-11-13,2000,4,11,November
20001117,2000-11-17,2000,4,11,November
20001122,2000-11-22,2000,4,11,November
20001208,2000-12-08,2000,4,12,December
20001209,2000-12-09,2000,4,12,December
20001211,2000-12-11,2000,4,12,December
20001212,2000-12-12,2000,4,12,December
20001214,2000-12-14,2000,4,12,December
20001215,2000-12-15,2000,4,12,December
20001221,2000-12-21,2000,4,12,December
20001222,2000-12-22,2000,4,12,December
20001224,2000-12-24,2000,4,12,December
20001227,2000-12-27,2000,4,12,December
20001229,2000-12-29,2000,4,12,December
20010101,2001-01-01,2001,1,1,January
20010109,2001-01-09,2001,1,1,January
20010112,2001-01-12,2001,1,1,January
20010118,2001-01-18,2001,1,1,January
20010119,2001-01-19,2001,1,1,January
20010120,2001-01-20,2001,1,1,January
20010123,2001-01-23,2001,1,1,January
20010126,2001-01-26,2001,1,1,January
20010127,2001-01-27,2001,1,1,January
20010201,2001-02-01,2001,1,2,February
20010202,2001-02-02,2001,1,2,February
20010209,2001-02-09,2001,1,2,February
20010211,2001-02-11,2001,1,2,February
20010216,2001-02-16,2001,1,2,February
20010223,2001-02-23,2001,1,2,February
20010301,2001-03-01,2001,1,3,March
20010302,2001-03-02,2001,1,3,March
20010308,2001-03-08,2001,1,3,March
20010309,2001-03-09,2001,1,3,March
20010312,2001-03-12,2001,1,3,March
20010313,2001-03-13,2001,1,3,March
20010316,2001-03-16,2001,1,3,March
20010318,2001-03-18,2001,1,3,March
20010323,2001-03-23,2001,1,3,March
20010330,2001-03-30,2001,1,3,March
20010404,2001-04-04,2001,2,4,April
20010406,2001-04-06,2001,2,4,April
20010410,2001-04-10,2001,2,4,April
20010412,2001-04-12,2001,2,4,April
20010413,2001-04-13,2001,2,4,April
20010418,2001-04-18,2001,2,4,April
20010421,2001-04-21,2001,2,4,April
20010425,2001-04-25,2001,2,4,April
20010427,2001-04-27,2001,2,4,April
20010428,2001-04-28,2001,2,4,April
20010511,2001-05-11,2001,2,5,May
20010515,2001-05-15,2001,2,5,May
20010516,2001-05-16,2001,2,5,May
20010521,2001-05-21,2001,2,5,May
20010531,2001-05-31,2001,2,5,May
20010601,2001-06-01,2001,2,6,June
20010602,2001-06-02,2001,2,6,June
20010607,2001-06-07,2001,2,6,June
20010608,2001-06-08,2001,2,6,June
20010611,2001-06-11,2001,2,6,June
20010615,2001-06-15,2001,2,6,June
20010622,2001-06-22,2001,2,6,June
20010627,2001-06-27,2001,2,6,June
20010629,2001-06-29,2001,2,6,June
20010701,2001-07-01,2001,3,7,July
20010702,2001-07-02,2001,3,7,July
20010704,2001-07-04,2001,3,7,July
20010706,2001-07-06,2001,3,7,July
20010712,2001-07-12,2001,3,7,July
20010713,2001-07-13,2001,3,7,July
20010716,2001-07-16,2001,3,7,July
20010717,2001-07-17,2001,3,7,July
20010718,2001-07-18,2001,3,7,July
20010720,2001-07-20,2001,3,7,July
20010724,2001-07-24,2001,3,7,July
20010725,2001-07-25,2001,3,7,July
20010730,2001-07-30,2001,3,7,July
20010802,2001-08-02,2001,3,8,August
20010803,2001-08-03,2001,3,8,August
20010805,2001-08-05,2001,3,8,August
20010807,2001-08-07,2001,3,8,August
20010810,2001-08-10,2001,3,8,August
20010817,2001-08-17,2001,3,8,August
20010822,2001-08-22,2001,3,8,August
20010824,2001-08-24,2001,3,8,August
20010830,2001-08-30,2001,3,8,August
20010831,2001-08-31,2001,3,8,August
20010901,2001-09-01,2001,3,9,September
20010902,2001-09-02,2001,3,9,September
20010904,2001-09-04,2001,3,9,September
20010906,2001-09-06,2001,3,9,September
20010907,2001-09-07,2001,3,9,September
20010908,2001-09-08,2001,3,9,September
20010910,2001-09-10,2001,3,9,September
20010912,2001-09-12,2001,3,9,September
20010914,2001-09-14,2001,3,9,September
20010920,2001-09-20,2001,3,9,September
20010921,2001-09-21,2001,3,9,September
20010928,2001-09-28,2001,3,9,September
20011005,2001-10-05,2001,4,10,October
20011012,2001-10-12,2001,4,10,October
20011014,2001-10-14,2001,4,10,October
20011019,2001-10-19,2001,4,10,October
20011022,2001-10-22,2001,4,10,October
20011025,2001-10-25,2001,4,10,October
20011026,2001-10-26,2001,4,10,October
20011030,2001-10-30,2001,4,10,October
20011031,2001-10-31,2001,4,10,October
20011101,2001-11-01,2001,4,11,November
20011102,2001-11-02,2001,4,11,November
20011107,2001-11-07,2001,4,11,November
20011111,2001-11-11,2001,4,11,November
20011116,2001-11-16,2001,4,11,November
20011117,2001-11-17,2001,4,11,November
20011118,2001-11-18,2001,4,11,November
20011121,2001-11-21,2001,4,11,November
20011123,2001-11-23,2001,4,11,November
20011130,2001-11-30,2001,4,11,November
20011203,2001-12-03,2001,4,12,December
20011207,2001-12-07,2001,4,12,December
20011210,2001-12-10,2001,4,12,December
20011211,2001-12-11,2001,4,12,December
20011212,2001-12-12,2001,4,12,December
20011214,2001-12-14,2001,4,12,December
20011218,2001-12-18,2001,4,12,December
20011221,2001-12-21,2001,4,12,December
20011225,2001-12-25,2001,4,12,December
20011226,2001-12-26,2001,4,12,December
20011228,2001-12-28,2001,4,12,December
20020101,2002-01-01,2002,1,1,January
20020104,2002-01-04,2002,1,1,January
20020108,2002-01-08,2002,1,1,January
20020111,2002-01-11,2002,1,1,January
20020112,2002-01-12,2002,1,1,January
20020113,2002-01-13,2002,1,1,January
20020114,2002-01-14,2002,1,1,January
20020115,2002-01-15,2002,1,1,January
20020116,2002-01-16,2002,1,1,January
20020118,2002-01-18,2002,1,1,January
20020123,2002-01-23,2002,1,1,January
20020125,2002-01-25,2002,1,1,January
20020130,2002-01-30,2002,1,1,January
20020201,2002-02-01,2002,1,2,February
20020204,2002-02-04,2002,1,2,February
20020205,2002-02-05,2002,1,2,February
20020206,2002-02-06,2002,1,2,February
20020208,2002-02-08,2002,1,2,February
20020210,2002-02-10,2002,1,2,February
20020213,2002-02-13,2002,1,2,February
20020214,2002-02-14,2002,1,2,February
20020215,2002-02-15,2002,1,2,February
20020222,2002-02-22,2002,1,2,February
20020228,2002-02-28,2002,1,2,February
20020301,2002-03-01,2002,1,3,March
20020304,2002-03-04,2002,1,3,March
20020308,2002-03-08,2002,1,3,March
20020310,2002-03-10,2002,1,3,March
20020315,2002-03-15,2002,1,3,March
20020317,2002-03-17,2002,1,3,March
20020322,2002-03-22,2002,1,3,March
20020325,2002-03-25,2002,1,3,March
20020328,2002-03-28,2002,1,3,March
20020329,2002-03-29,2002,1,3,March
20020401,2002-04-01,2002,2,4,April
20020403,2002-04-03,2002,2,4,April
20020405,2002-04-05,2002,2,4,April
20020407,2002-04-07,2002,2,4,April
20020411,2002-04-11,2002,2,4,April
20020412,2002-04-12,2002,2,4,April
20020416,2002-04-16,2002,2,4,April
20020419,2002-04-19,2002,2,4,April
20020426,2002-04-26,2002,2,4,April
20020501,2002-05-01,2002,2,5,May
20020503,2002-05-03,2002,2,5,May
20020509,2002-05-09,2002,2,5,May
20020510,2002-05-10,2002,2,5,May
20020515,2002-05-15,2002,2,5,May
20020516,2002-05-16,2002,2,5,May
20020517,2002-05-17,2002,2,5,May
20020520,2002-05-20,2002,2,5,May
20020522,2002-05-22,2002,2,5,May
20020524,2002-05-24,2002,2,5,May
20020531,2002-05-31,2002,2,5,May
20020601,2002-06-01,2002,2,6,June
20020607,2002-06-07,2002,2,6,June
20020609,2002-06-09,2002,2,6,June
20020614,2002-06-14,2002,2,6,June
20020620,2002-06-20,2002,2,6,June
20020621,2002-06-21,2002,2,6,June
20020628,2002-06-28,2002,2,6,June
20020701,2002-07-01,2002,3,7,July
20020703,2002-07-03,2002,3,7,July
20020712,2002-07-12,2002,3,7,July
20020717,2002-07-17,2002,3,7,July
20020719,2002-07-19,2002,3,7,July
20020726,2002-07-26,2002,3,7,July
20020801,2002-08-01,2002,3,8,August
20020802,2002-08-02,2002,3,8,August
20020804,2002-08-04,2002,3,8,August
20020807,2002-08-07,2002,3,8,August
20020808,2002-08-08,2002,3,8,August
20020809,2002-08-09,2002,3,8,August
20020815,2002-08-15,2002,3,8,August
20020820,2002-08-20,2002,3,8,August
20020821,2002-08-21,2002,3,8,August
20020823,2002-08-23,2002,3,8,August
20020829,2002-08-29,2002,3,8,August
20020901,2002-09-01,2002,3,9,September
20020902,2002-09-02,2002,3,9,September
20020905,2002-09-05,2002,3,9,September
20020906,2002-09-06,2002,3,9,September
20020908,2002-09-08,2002,3,9,September
20020909,2002-09-09,2002,3,9,September
20020913,2002-09-13,2002,3,9,September
20020920,2002-09-20,2002,3,9,September
20020924,2002-09-24,2002,3,9,September
20020926,2002-09-26,2002,3,9,September
20020927,2002-09-27,2002,3,9,September
20020929,2002-09-29,2002,3,9,September
20021001,2002-10-01,2002,4,10,October
20021002,2002-10-02,2002,4,10,October
20021004,2002-10-04,2002,4,10,October
20021005,2002-10-05,2002,4,10,October
20021009,2002-10-09,2002,4,10,October
20021011,2002-10-11,2002,4,10,October
20021014,2002-10-14,2002,4,10,October
20021018,2002-10-18,2002,4,10,October
20021021,2002-10-21,2002,4,10,October
20021025,2002-10-25,2002,4,10,October
20021031,2002-10-31,2002,4,10,October
20021101,2002-11-01,2002,4,11,November
20021106,2002-11-06,2002,4,11,November
20021108,2002-11-08,2002,4,11,November
20021113,2002-11-13,2002,4,11,November
20021115,2002-11-15,2002,4,11,November
20021117,2002-11-17,2002,4,11,November
20021121,2002-11-21,2002,4,11,November
